date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
31/12/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,glass,500ml,1.24,17085.0
31/12/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,can,330ml,0.45,58362.0
31/12/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,glass,500ml,0.58,55913.0
31/12/12,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,can,330ml,0.91,11981.0
31/12/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,glass,500ml,1.0,18292.0
31/12/12,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic,1.5lt,2.88,12347.0
31/12/12,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic,1.5lt,1.32,16149.0
31/12/12,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can,330ml,0.83,14501.0
31/12/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,can,330ml,0.55,14992.0
31/12/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,glass,500ml,0.83,24244.0
31/12/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,glass,500ml,0.72,51717.0
31/12/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,glass,500ml,0.99,24650.0
31/12/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,glass,500ml,0.72,40032.0
31/12/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,plastic,1.5lt,2.63,10283.0
31/12/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,glass,500ml,1.26,21803.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,glass,500ml,1.32,9374.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,plastic,1.5lt,2.47,7861.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,can,330ml,0.66,14972.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,glass,500ml,1.23,14847.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,plastic,1.5lt,2.73,11531.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,can,330ml,0.79,12185.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,glass,500ml,0.79,27025.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,plastic,1.5lt,1.47,16027.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,can,330ml,0.39,39338.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,glass,500ml,0.68,26337.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,plastic,1.5lt,0.94,25126.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,can,330ml,0.36,24232.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,glass,500ml,0.97,12802.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,plastic,1.5lt,,13822.0
31/01/13,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,can,330ml,0.52,20164.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,glass,500ml,1.28,12802.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,plastic,1.5lt,4.02,6082.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,can,330ml,0.95,10696.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,adult-cola,glass,500ml,1.19,16758.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,adult-cola,plastic,1.5lt,3.31,10362.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,adult-cola,can,330ml,0.65,21490.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,orange-power,glass,500ml,0.8,27176.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,orange-power,can,330ml,0.4,38486.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,gazoza,glass,500ml,0.63,36510.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,gazoza,plastic,1.5lt,1.07,28929.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,gazoza,can,330ml,0.34,34739.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,glass,500ml,0.86,20029.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,plastic,1.5lt,1.7,14558.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,can,330ml,0.55,21923.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,glass,500ml,1.27,15080.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,plastic,1.5lt,2.84,13693.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,can,330ml,0.56,27660.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,glass,500ml,0.96,27155.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,plastic,1.5lt,3.2,12030.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,can,330ml,0.58,31191.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,plastic,1.5lt,1.03,44073.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,gazoza,plastic,1.5lt,0.84,43812.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,gazoza,can,330ml,0.34,46351.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,glass,500ml,1.12,16827.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,kinder-cola,glass,500ml,1.3,13384.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,kinder-cola,plastic,1.5lt,1.88,15304.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,kinder-cola,can,330ml,0.91,12877.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,glass,500ml,1.29,14756.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,plastic,1.5lt,2.51,16914.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,can,330ml,0.67,22256.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,glass,500ml,0.81,35077.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,plastic,1.5lt,1.12,27061.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,can,330ml,0.4,42673.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,gazoza,plastic,1.5lt,0.8,40186.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,lemon-boost,glass,500ml,1.12,16718.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,lemon-boost,plastic,1.5lt,1.81,14738.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,lemon-boost,can,330ml,0.37,33278.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,kinder-cola,glass,500ml,1.26,8360.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,kinder-cola,plastic,1.5lt,1.77,9271.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,kinder-cola,can,330ml,0.87,6574.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,adult-cola,glass,500ml,1.29,9922.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,adult-cola,plastic,1.5lt,3.06,7273.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,adult-cola,can,330ml,0.64,14646.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,orange-power,glass,500ml,1.0,11702.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,orange-power,can,330ml,0.47,20610.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,gazoza,glass,500ml,0.69,15913.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,gazoza,plastic,1.5lt,0.77,22308.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,gazoza,can,330ml,0.39,14101.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,lemon-boost,glass,500ml,0.99,12024.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,lemon-boost,plastic,1.5lt,1.63,10910.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,lemon-boost,can,330ml,0.59,12685.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,glass,500ml,1.01,11645.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,plastic,1.5lt,2.68,6192.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,can,330ml,0.98,8051.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,glass,500ml,1.23,11937.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,orange-power,plastic,1.5lt,1.47,17597.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,plastic,1.5lt,1.19,18507.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,can,330ml,0.39,23237.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,glass,500ml,0.76,18004.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,plastic,1.5lt,2.17,9720.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,can,330ml,0.62,13509.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,gazoza,glass,500ml,0.53,64460.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,can,330ml,0.74,13255.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,plastic,1.5lt,1.78,19124.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,can,330ml,0.47,47618.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,glass,500ml,0.67,36470.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,glass,500ml,0.4,45807.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,orange-power,can,330ml,0.49,27216.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,gazoza,glass,500ml,0.63,33261.0
31/01/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,orange-power,plastic,1.5lt,,15938.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,orange-power,glass,500ml,1.06,10028.0
31/01/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,orange-power,plastic,1.5lt,1.61,21205.0
31/01/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,,can,330ml,0.27,53951.0
31/01/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,can,330ml,0.62,22343.0
31/01/13,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,plastic,1.5lt,3.26,7274.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,glass,500ml,0.86,11893.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,can,330ml,0.92,7149.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,glass,500ml,1.26,9503.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,can,330ml,0.58,22490.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,glass,500ml,0.64,25729.0
28/02/13,Athens,,23.71622,671022.0,shop_1,orange-power,can,330ml,0.5,21013.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,glass,500ml,0.64,18299.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,plastic,1.5lt,0.84,15484.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,can,330ml,0.19,47582.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,glass,500ml,1.15,8249.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,plastic,1.5lt,3.17,2953.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,glass,500ml,1.36,9520.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,plastic,1.5lt,2.61,8891.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,can,330ml,,8479.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,adult-cola,glass,500ml,1.15,13062.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,adult-cola,plastic,1.5lt,2.73,7977.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,orange-power,glass,500ml,1.04,8596.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,orange-power,plastic,1.5lt,1.69,16893.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,orange-power,can,330ml,0.33,44990.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,gazoza,glass,500ml,0.71,18326.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,gazoza,can,330ml,0.27,40706.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,glass,500ml,1.01,12200.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,can,330ml,0.57,17558.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,glass,500ml,1.74,7176.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,plastic,1.5lt,3.33,9014.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,can,330ml,0.65,16149.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,glass,500ml,1.31,14484.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,plastic,1.5lt,3.17,10108.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,can,330ml,0.54,34234.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,plastic,1.5lt,2.13,17286.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,can,330ml,0.46,35761.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,gazoza,can,330ml,0.29,58463.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,glass,500ml,1.0,19153.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,plastic,1.5lt,2.25,12548.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,can,330ml,0.65,15906.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,kinder-cola,glass,500ml,1.24,10802.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,kinder-cola,plastic,1.5lt,,8769.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,kinder-cola,can,330ml,0.58,15752.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,glass,500ml,1.23,11651.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,plastic,1.5lt,,12819.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,can,330ml,0.6,24146.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,glass,500ml,0.87,23338.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,can,330ml,0.36,36455.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,gazoza,glass,500ml,0.66,23519.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,gazoza,plastic,1.5lt,0.89,26065.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,lemon-boost,glass,500ml,1.08,14368.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,lemon-boost,plastic,1.5lt,1.64,13616.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,lemon-boost,can,330ml,0.55,19597.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,kinder-cola,glass,500ml,,8571.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,kinder-cola,plastic,1.5lt,3.54,3396.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,kinder-cola,can,330ml,0.74,8454.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,adult-cola,glass,500ml,1.35,6389.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,adult-cola,plastic,1.5lt,2.46,10709.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,adult-cola,can,330ml,0.7,12591.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,,plastic,1.5lt,1.81,10245.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,,can,330ml,0.49,16297.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,gazoza,glass,500ml,0.51,23685.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,gazoza,can,330ml,0.36,18615.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,lemon-boost,glass,500ml,0.8,10239.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,lemon-boost,plastic,1.5lt,2.79,4192.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,lemon-boost,can,330ml,0.35,17008.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,glass,500ml,,8968.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,plastic,1.5lt,3.35,5979.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,can,330ml,0.79,6966.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,glass,500ml,1.3,9873.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,can,330ml,0.34,29358.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,orange-power,glass,500ml,0.76,17496.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,,plastic,1.5lt,2.07,8103.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,orange-power,can,330ml,0.36,27414.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,glass,500ml,0.64,17866.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,plastic,1.5lt,1.19,11447.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,glass,500ml,1.14,6672.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,plastic,1.5lt,1.96,10915.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,can,330ml,0.55,11749.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,plastic,1.5lt,0.75,15790.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,plastic,1.5lt,2.08,12660.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,orange-power,glass,500ml,0.74,18442.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,glass,500ml,0.73,39159.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,gazoza,plastic,1.5lt,0.91,27469.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,plastic,1.5lt,1.39,17040.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,plastic,1.5lt,2.66,7921.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,gazoza,glass,500ml,0.41,76120.0
28/02/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,adult-cola,can,330ml,0.49,25780.0
28/02/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,gazoza,plastic,1.5lt,1.37,9029.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,plastic,1.5lt,1.74,19342.0
28/02/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,gazoza,plastic,1.5lt,0.88,30639.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,plastic,1.5lt,1.91,12703.0
28/02/13,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,can,330ml,0.27,32930.0
28/02/13,Athens,37.97945,23.71622,671022.0,shop_1,,can,330ml,0.45,22493.0
28/02/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,gazoza,can,330ml,0.34,33283.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,glass,500ml,1.03,17406.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,plastic,1.5lt,2.4,13149.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,glass,500ml,1.45,11019.0
31/03/13,Athens,,,671022.0,shop_1,adult-cola,plastic,1.5lt,3.65,7870.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,can,330ml,0.84,13338.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,glass,500ml,0.83,30317.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,plastic,1.5lt,1.87,21668.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,glass,500ml,0.52,47421.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,plastic,1.5lt,0.56,43648.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,can,330ml,0.33,41040.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,glass,500ml,0.93,17496.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,,plastic,1.5lt,1.65,16553.0
31/03/13,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,can,330ml,0.61,17492.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,glass,500ml,1.24,13835.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,plastic,1.5lt,2.86,11093.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,kinder-cola,can,330ml,0.92,12516.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,adult-cola,glass,500ml,1.2,18877.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,adult-cola,plastic,1.5lt,2.27,19130.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,orange-power,glass,500ml,0.67,46648.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,orange-power,can,330ml,0.37,56096.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,gazoza,plastic,1.5lt,1.36,18550.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,gazoza,can,330ml,0.34,47979.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,glass,500ml,0.77,26601.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,plastic,1.5lt,2.1,14806.0
31/03/13,Irakleion,35.327870000000004,25.14341,135432.0,shop_2,lemon-boost,can,330ml,0.58,23437.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,glass,500ml,1.43,16157.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,plastic,1.5lt,2.36,16927.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,kinder-cola,can,330ml,0.65,26102.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,glass,500ml,1.12,37147.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,plastic,1.5lt,3.18,15405.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,adult-cola,can,330ml,0.52,50965.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,glass,500ml,0.89,33524.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,plastic,1.5lt,1.31,43343.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,orange-power,can,330ml,0.56,39479.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,gazoza,glass,500ml,0.54,66019.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,gazoza,can,330ml,0.37,51491.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,glass,500ml,0.97,26711.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,plastic,1.5lt,1.44,28629.0
31/03/13,Patra,38.244440000000004,21.73444,166301.0,shop_6,lemon-boost,can,330ml,0.57,30683.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,kinder-cola,glass,500ml,1.11,19207.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,kinder-cola,plastic,1.5lt,1.64,17107.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,glass,500ml,1.11,28184.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,plastic,1.5lt,2.09,27447.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,adult-cola,can,330ml,0.69,25322.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,glass,500ml,0.94,34166.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,plastic,1.5lt,1.43,29437.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,orange-power,can,330ml,0.48,40670.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,gazoza,glass,500ml,0.52,64389.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,,plastic,1.5lt,0.56,52415.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,gazoza,can,330ml,0.29,62186.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,lemon-boost,glass,500ml,0.76,34537.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,,plastic,1.5lt,1.81,19725.0
31/03/13,Thessaloniki,40.643609999999995,22.93086,347001.0,shop_4,lemon-boost,can,330ml,0.59,19930.0
31/03/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,kinder-cola,glass,500ml,1.16,11556.0
31/03/13,Athens,37.96245,23.687079999999998,671022.0,shop_3,kinder-cola,plastic,1.5lt,2.15,9351.0
